,main_rubric,rubric,title,text
2859,Культура,Театры,Молодая актриса дебютировала в театре драмы Хакасии,"В самом масштабном и ярком спектакле - драме ""Маскарад"" одну из главных ролей теперь играет новая молодая актриса, сообщает пресс-служба театра им. М.Ю. Лермонтова (Абакан) в соцсетях."
2860,Культура,Театры,Женственная и нежная: студентка из Москвы дебютировала на театральной сцене в Абакане,В Русском академическом театре драмы имени М. Ю. Лермонтова новая актриса.
2861,Культура,Театры,В одном из театров Хакасии дебютировала молодая актриса,"В самом масштабном и ярком спектакле Русского академического театра драмы им М. Ю. Лермонтова (Хакасия) - драме ""Маскарад"" одну из главных ролей играет новая молодая актриса."
2862,Культура,Театры,Московский Губернский театр покажет постановку по мотивам комедии Островского,"Спектакль, вдохновленный комедией «На всякого мудреца довольно простоты» Александра Островского, состоится в Московском Губернском театре района Кузьминки 28 декабря."
2863,Культура,Театры,В Адыгее театр кукол «Золотой кувшин» покажет новогоднее представление для детей,В Адыгее театр кукол «Золотой кувшин» покажет новогоднее представление для детей.
2864,Культура,Театры,В Майкопе состоятся новогодние представления театра кукол «Золотой кувшин»,В Большом зале Государственной филармонии Республики Адыгея театр кукол «Золотой кувшин» ГФРА представит вниманию юных зрителей новогодний спектакль «Морозко» по пьесе Марины Батория.
2865,Культура,Театры,В Адыгее театр кукол «Золотой кувшин» покажет новогодний спектакль «Морозко»,"Для новогоднего представления театр кукол «Золотой кувшин» Государственной филармонии Адыгеи выбрали сказку «Морозко» по пьесе Марины Батория, говорится на сайте учреждения."
2866,Культура,Музыка,VK анонсировала новогоднее шоу «VK под шубой»,Праздничное шоу объединит ярчайших представителей российской сцены и удивит зрителей необычными дуэтами.
2867,Культура,Музыка,VK анонсировала новогоднее шоу «VK под шубой»,"Все они исполнят популярные новогодние хиты с известными представителями эстрады, имена которых пока держатся в секрете и станут праздничным сюрпризом для зрителей."
2868,Культура,Музыка,Клава Кока и The Hatters выступят на новогоднем шоу «VK под шубой»,"В официальном сообществе «VK Музыки» 28 декабря в 20:23 пройдет трансляция новогоднего шоу, в котором примут участие такие известные исполнители, как 10AGE, Andro, IOWA, ELMAN, escape, Клава Кока, Konfuz, Люся Чеботина, Мари Краймбрери, NЮ, RASA, Тося Чайкина и The Hatters."
2869,Культура,Музыка,VK анонсировала новогоднее шоу «VK под шубой»,"Все они исполнят популярные новогодние хиты с известными представителями эстрады, имена которых пока держатся в секрете и станут праздничным сюрпризом для зрителей."
2870,Культура,Музыка,Шоу «VK под шубой» покажут 28 декабря,"В шоу примут участие звезды VK: 10AGE, Andro, IOWA, ELMAN, escape, Клава Кока, Konfuz, Люся Чеботина, Мари Краймбрери, NЮ, RASA, Тося Чайкина и The Hatters."
2871,Культура,Музыка,"URA.RU: мэрия Урая запретила в ресторанах исполнять песни артистов, критикующих СВО на Украине","Мэрия города Урай, расположенного в ХМАО-Югре, приняла распоряжение о запрете в местах общественного питания и социальных учреждениях исполнения музыкальных композиций авторов, критикующих СВО на Украине."
2872,Культура,Музыка,"URA.RU: мэрия Урая запретила в заведениях играть песни артистов, критикующих спецоперацию","Причиной для запрета послужила жалоба на один из местных заведений Урая, где поставили музыкальную композицию украинского артиста Андрея Данилко, который выступает под псевдонимом Верка Сердючка."
2873,Культура,Музыка,"В ХМАО запретили песни артистов, критикующих СВО","Поводом для запрета стала жалоба на один из местных ресторанов Урая, где включили песню украинского музыканта Андрея Данилко, выступающего под псевдонимом Верка Сердючка."
2874,Культура,Музыка,"Рестораторы Урая отказались от музыки артистов, критиковавших СВО. Корпоративы пройдут без Сердючки","В Урае администрация города, рестораторы и организаторы праздников договорились не использовать песни музыкантов, которые критикуют СВО."
2875,Культура,Музыка,В ресторанах Урая запретили включать песни критикующих СВО артистов,"Власти Урая запретили использовать музыку артистов, критикующих СВО."
2876,Культура,Музыка,"Борис Барабанов о том, что может заменить TikTok российским музыкантам","Борис Барабанов о том, что может заменить TikTok российским музыкантам"
2877,Культура,Музыка,"Михаил Турецкий рассказал, как украинцы срывали концерт его хора за границей","Создатель ""Хора Турецкого"" Михаил Турецкий в интервью ""КП"" рассказал о попытках сорвать концерты группы за рубежом, которые связывает с акциями антироссийски настроенных украинцев."
2878,Культура,Музыка,"Руководитель «Хора Турецкого» заявил, что концерты коллектива за границей пытались сорвать украинские активисты","Музыкант и руководитель коллектива Михаил Турецкий рассказал о том, что концерты его группы за границей неоднократно пытались сорвать украинские активисты."
2879,Культура,Музыка,"Михаил Турецкий рассказал, как граждане Украины пытались сорвать концерты его хора за границей","Певец отметил, что гастроли прошли успешно, но некоторые концерты пытались сорвать граждане Украины, агрессивно настроенные по отношению к России."
2880,Культура,Музыка,Создатель «Хора Турецкого» сообщил о попытках украинцев сорвать концерты группы,"Популярный в Российской Федерации музыкант и хормейстер Михаил Турецкий, который активно поддерживает специальную военную операцию армейских подразделений вооруженных сил страны на территории Украины, в настоящий период времени продолжает далее свою успешную концертную деятельность за границей со своим «Хором Турецкого»."
2881,Культура,Музыка,Создатель «Хора Турецкого» сообщил о попытках украинцев сорвать концерты группы за рубежом,"Однако на последнем выступлении в Венгрии люди начали выкрикивать лозунги из зала и поднимать украинский флаг, рассказал Михаил Турецкий «Комсомольской правде»."
2882,Культура,Музыка,"Певица Оля Полякова отказалась от названия песни Russian Style, сменив на Polyakova Style",Об этом стало известно информационно-новостному изданию Solenka.info.В видеоклипе на Ютубе обыгрываются стереотипы о РФ.
2883,Культура,Музыка,Украинская певица Ольга Полякова изменила название своей песни Russian Style,Украинская певица Ольга Полякова изменила название своей песни Russian Style.
2884,Культура,Музыка,Украинская певица Ольга Полякова переименовала хит «Russian Style» в «Polyakova Style»,"Певица из Украины Ольга Полякова, которая некогда пыталась покорить российскую сцену, теперь активно выступает против соседнего государства."
2885,Культура,Музыка,Украинская артистка Полякова изменила название песни Russian Style на Polyakova Style,Украинская певица Ольга Полякова изменила название песни Russian Style.
2886,Культура,Музыка,Украинская певица Ольга Полякова поменяла название песни Russian Style,Пытавшаяся покорить российскую эстраду кокошником и песнями «в русском стиле» украинская певица Ольга Полякова после начала спецоперации публично отказалась от такого образа.
2887,Культура,Музыка,На федеральном канале исполнили песню на украинском языке,"«Малышева отметила, что уроженцы этой территории являются очень музыкальными людьми, и попросила их исполнить какую-нибудь песню», – пишет «Федеральное агентство новостей»."
2888,Культура,Музыка,Ведущая Елена Малышева спела песню на украинском языке в эфире «Первого»,"Елена Малышева спела вместе с гостями программы, прибывшими из Кубани, пишет «Общественная служба новостей».Выяснилось, чтов эфире Первого канала была исполнена украинская народная песня «Распрягайте, хлопцi, коней».Как оказалось, Малышева сама попросила, чтобы гости из Кубани что-нибудь спели."
2889,Культура,Музыка,Телеведущая Малышева спела украинскую песню в эфире «Первого канала»,"Украинскую песню «Розпрягайте, хлопцi, коней» в эфире программы «Жить здорово» спела телеведущая Елена Малышева 15 декабря на «Первом канале»."
2890,Культура,Музыка,Елена Малышева спела песню на украинском языке в эфире «Первого»,"В ответ на просьбу, они решили исполнить украинскую народную песню «Распрягайте, хлопцi, коней» в эфире Первого канала."
2891,Культура,Музыка,«Язык балачка»: шоу Малышевой довело украинцев до истерики казачьей песней,"Украинцы устроили истерику из-за песни «Розпрягайте, хлопцi, коней» в программе Елены Малышевой «Жить здорово!»."
2892,Культура,Музыка,Маша Распутина уничижительно отозвалась о песне ANNA ASTI,"Маша Распутина неодобрительно высказалась о творчестве в целом и песне ""Феникс"" в частности певицы ANNA ASTI."
2893,Культура,Музыка,Маша Распутина жестко раскритиковала хит Anna Asti «Феникс»,"Возвращение» жестко раскритиковала хит певицы Anna Asti «Феникс», сообщает ФАН."
2894,Культура,Музыка,"«Деградированная публика», — Распутина публично обидела Анну Asti",Весь год певице Анне Asti достается от хейтеров и многих коллег по сцене.
2895,Культура,Музыка,«Это деградированная публика!»: Распутина раскритиковала поклонников творчества Анны Asti,"Возвращение», резко высказалась насчет творчества экс-солистки Artik&Asti - Анны Дзюбы, а также раскритиковала её поклонников."
2896,Культура,Музыка,Маша Распутина раскритиковала творчество ANNA ASTI,"Анна Дзюба, она же ANNA ASTI, после выхода дебютного сольного альбома «Феникс» пребывает в статусе одной из самых популярных певиц."
2897,Культура,Музыка,The Smile выпустили второй альбом — он записан живьем на джазовом фестивале в Швейцарии,"The Smile, группа сооснователей Radiohead Тома Йорка и Джонни Гринвуда, а также джазового барабанщика Тома Скиннера, выпустила альбом «Live At Montreux Jazz Festival, July 2022» — как следует из заглавия, это запись выступления на фестивале в швейцарском городе Монтре."
2898,Культура,Музыка,The Smile анонсировали выход второго альбома — он будет состоять из концертных записей,"Как следует из заглавия пластинки, она была записана во время выступления коллектива на джазовом фестивале в швейцарском городе Монтре."
2899,Культура,Музыка,«Идея завирусилась»: молодежный проект TATPUNK переосмысливает татарскую народную музыку,"Как возникла идея перепевать татарских исполнителей, почему именно в виде ремиксов и для кого ваша музыка?"
2900,Культура,Музыка,Леонид Агутин выпустил сингл «Последний трек» с участником «Голоса»,"Мало кто из наставников проекта ""Голос"" Первого канала продолжает общаться со своими учениками после завершения очередного сезона."
2901,Культура,Музыка,Леонид Агутин представил новую песню,"Автор и исполнитель песен Леонид Агутин в своем Telegram-канале представил новую песню, которая записана совместно с группой ""3333"" и музыкантом Сашей Ли."
2902,Культура,Музыка,Леонид Агутин: ради этого парня я записал «Последний трек»,"Певец и композитор Леонид Агутин рассказал о премьере песни «Последний трек», которую ему предложил записать совместно молодой певец Саша Ли."
2903,Культура,Музыка,Саша Ли из команды Леонида Агутина шоу «Голос» представил необычный клип на «Последний трек»,"«Когда показали последний эфир с моим участием, я написал Леониду Николаевичу слова благодарности, а он вдруг позвонил и согласился послушать наши песни.., так вот одна из них — как раз та, что мы сейчас и выпускаем!"
2904,Культура,Музыка,Леонид Агутин и участники «Голоса» записали клип в необычном формате,"Леонид Агутин выпустил клип на композицию «Последний трек», записанную совместно с группой «3333» и Александром Ли, который был подопечным Агутина в десятом сезоне телешоу «Голос»."
2905,Культура,Музыка,"Morgenshtern RIP: Oxxxymiron* выпустил ответный дисс, посвящённый Алишеру*",Ранее Моргенштерн издевался над замысловатостью текстов и сложной терминологией артиста.
2906,Культура,Музыка,Рэпер Oxxxymiron выпустил восьмиминутный дисс на Моргенштерна,"Рэп-исполнитель Мирон Федоров, известный как Oxxxymiron (настоящий материал касается физического лица Мирона Федорова, выполняющего функции иноагента), 13 декабря выпустил восьмиминутный дисс (песню со словесными выпадами, — Ред.) на рэпера Алишера Моргенштерна (настоящий материал касается физического лица Алишера Моргенштерна, выполняющего функции иноагента)."
2907,Культура,Музыка,Посвященный Моргенштерну* трек Oxxxymiron* стал первым в трендах Youtube,"Трек стал ответом на дисс самого Моргенштерна*, который в ноябре посвятил коллеге ироничный клип «Я убил Марка»."
2908,Культура,Музыка,Oxxxymiron* посвятил клип Моргенштерну*,"В тексте Мирон называет Моргенштерна клоуном, заявляет, что в диссе Моргенштерн цитирует его, и утверждает, что Моргенштерн звал его на запись всех своих альбомов."
2909,Культура,Музыка,"Громкий конфликт: Оксимирон* выпустил 8-минутный клип, в котором разнес Моргенштерна*","Точнее, конфликт начался с осторожных шуток Алишера* в сторону Мирона* и его команды, а закончился несколькими дисс-треками, в которых каждый рэпер попытался остроумно оскорбить оппонента."
2910,Культура,Музыка,"«Клоун горько язвит»: Оксимирон* выпустил трек «The Story of Alisher», посвященный Моргенштерну*","Российский рэпер Оксимирон* выпустил трек «The Story of Alisher (Morgenshtern RIP)», посвященный Моргенштерну*."
2911,Культура,Музыка,Появилась информация о судьбе пропавшей с телевизионных экранов РФ певицы Юлии Самойловой,"Имя Юлии Самойловой было у всех на слуху в 2017-2018 годах, когда талантливая девушка на инвалидной коляске представляла Россию на международном песенном конкурсе «Евровидение»."
2912,Культура,Музыка,Что стало с провалившейся на Евровидении певицей Юлией Самойловой,"На свадебном торжестве рэпера Джигана и блогера Оксаны Самойловой среди гостей заметили её двоюродную сестру Юлию, сообщает ctnews.ru."
2913,Культура,Музыка,Появилась информация о судьбе пропавшей с телевизионных экранов певицы Юлии Самойловой,"Как сообщает источник, девушка пропала с телевизионных экранов, однако продолжает заниматься творческой деятельностью.Также известно, что Юлия представляла Российскую Федерацию в 2018 году на Евровидении."
2914,Культура,Музыка,Появилась информация о судьбе пропавшей с экранов Юлии Самойловой,"Накануне стало известно о Юлии Самойловой, певице с инвалидностью, которая участвовала в конкурсе Евровидение."
2915,Культура,Музыка,Стало известно о судьбе неудачно выступившей на Евровидении Юлии Самойловой,"Исполнительница Юлия Самойлова известна тем, что в 2018 году выступала на «Евровидении» от Российской Федерации."
2916,Культура,Музыка,"Земфира из Франции заявила, что скучает по Родине","О том, что певица тоскует по Родине, свидетельствует опубликованный ею в Telegram-канале ностальгический пост о концерте в Москве в 2013 году."
2917,Культура,Музыка,"Уехавшая из России во Францию Земфира заявила, что скучает по родине","Известная певица Земфира намекнула, что скучает по Родине."
2918,Культура,Музыка,Сбежавшая во Францию Земфира намекнула о тоске по жизни в России,Сбежавшая во Францию певица Земфира ранее раскритиковала проведение спецоперации по защите Донбасса.
2919,Культура,Музыка,"Певица Земфира намекнула, что скучает по Родине","Как информирует издание boda, певица Земфира начала скучать по Родине."
2920,Культура,Музыка,Земфира скучает по Родине,"Поклонники сделали вывод, что артистка стала скучать по России, передает boda."
2921,Культура,Музыка,"Земфира намекнула, что скучает по Родине","14 декабря 2013 — московскому концерту, завершившему тур «Жить в твоей голове», 9 лет,Земфира, певица Известно, что после начала СВО Земфира уехала в Париж вместе со своей подругой Ренатой Литвиновой."
2922,Культура,Музыка,Группа «Кино» анонсировала выход нового альбома «12_22»,"Группа «Кино» собирается выпустить новый альбом из песен, записанных за последние десять лет."
2923,Культура,Музыка,"Стало известно, когда выйдет новый альбом группы «Кино»","Коллектив группы «Кино», воссоединившийся три года назад, представит поклонникам новый альбом."
2924,Культура,Музыка,Группа «Кино» выпустит новый альбом «12_22» в конце декабря,Три года назад музыканты легендарной группы «Кино» воссоединились и теперь готовы выпустить альбом с современным звучанием.
2925,Культура,Музыка,Стали известны подробности о новом альбоме группы «Кино»,"Появились подробности о новом альбоме группы «Кино», который коллектив, воссоединившийся три года назад, выпускает 22 декабря, а 24-го презентует в клубе Sound."
2926,Культура,Музыка,Александр Цой поделился подробностями о новом альбоме группы «Кино»,Александр Цой в интервью питерскому изданию «Собака.ru» поделился подробностями нового альбома группы «Кино».
2927,Культура,Музыка,На концерте Шамана в Челябинске было много зрелых фанаток,Шоу самого патриотичного певца состоялось во дворце спорта «Юность».
2928,Культура,Музыка,В Челябинске песни тульского исполнителя SHAMAN слушали стоя,"Челябинск слушал песни тульского исполнителя, новой звезды российской эстрады SHAMAN стоя, сообщают ""Народные новости"" со ссылкой на КП."
2929,Культура,Музыка,Челябинск стоя слушал патриотические песни SHAMAN,"Оказалось, что в зрительном зале не осталось свободных мест, а во время исполнения патриотических песен все поклонники стояли со слезами на глазах, передает «КП»."
2930,Культура,Музыка,Что произошло после концерта SHAMAN в Челябинске,В перерывах между песнями зрители подходили к сцене и вручали исполнителю цветы и памятные сувениры.
2931,Культура,Музыка,В Челябинске прошел концерт патриотического певца Shaman,"Вечером во вторник, 13 декабря, во дворце спорта «Юность» состоялся концерт певца Shaman."
2932,Культура,Музыка,Завершен первый отборочный тур «Славянского базара в Витебске-2023»,"В Беларуси определили итоги первого этапа отборочного тура фестиваля ""Славянский базар в Витебске-2023""."
2933,Культура,Музыка,Агутин выступил с важным заявлением после новости о разводе с Анжеликой Варум: «Я закрываю дверь»,"Издание “CTnews” сообщает о том, что знаменитый певец Леонид Агутин, исполнитель хита “Аэропорты”, сделал важное заявление после новости о разводе с Варум."
2934,Культура,Музыка,Агутин намекнул на расставание с Варум в «Последнем треке»,"Певец Леонид Агутин подогрел слухи о разводе с Анжеликой Варум, опубликовав грустную песню под названием «Последний трек»."
2935,Культура,Музыка,Агутин выступил с важным заявлением после новости о разводе с Варум,"В своем телеграмм-канале он анонсировал выпуск новой песни, которую исполнил вместе с группой «3333» и музыкантом Сашей Ли."
2936,Культура,Музыка,«Закрываю между нами дверь»: в новой песне Агутина нашли намек на развод с Варум,Певец Леонид Агутин представил новую композицию на пике слухов о якобы разводе с певицей Анжеликой Варум.
2937,Культура,Музыка,Агутин сделал заявление после слухов о разводе с Варум,Музыкант Леонид Агутин сделал заявление на фоне слухов о расставании с певицей Анжеликой Варум.
2938,Культура,Музыка,Джей Зи опубликовал свой плейлист 2022 года. Там больше всего треков жены,"Также в плейлист вошли три композиции супруги Джей Зи Бейонсе — America Has A Problem, Plastic Off The Sofa, I'm that girl."
2939,Культура,Музыка,Ты точно этого не знал: топ-7 фактов о Galibri & Mavik,Исполнившему их дуэту Galibri & Mavik (Женя Трухин и Саша Фоменков) сегодня исполнилось два года.
2940,Культура,Музыка,Дзюник заступился за Николаева и Орбакайте после шоу «Дуэты»,Неожиданно оказались в самом эпицентре громкого скандала популярные артисты Российской Федерации исполнительница музыкальных композиций Кристина Орбакайте и композитор и певец Игорь Николаев.
2941,Культура,Музыка,Леонид Дзюник заступился за Николаева и Орбакайте после шоу «Дуэты»,Недавнее выступление Кристины Орбакайте и Игоря Николаева на телешоу «Дуэты» вызвало широкий общественный такой резонанс.
2942,Культура,Музыка,Никакого флага Украины нет: продюсер Дзюник заступился за Николаева и Орбакайте,Исполнительница Кристина Орбакайте и композитор Игорь Николаев случайно оказались в центре громкого скандала.
2943,Культура,Музыка,Продюсер Дзюник заступился за оскандалившихся Николаева и Орбакайте,Певцы Игорь Николаев и Кристина Орбакайте неожиданно попали в скандал после выступления на шоу «Дуэты».
2944,Культура,Музыка,Никакого флага нет: продюсер Дзюник заступился за Николаева и Орбакайте,"Кристина Орбакайте и Игорь Николаев, сами того не ожидая, оказались в центре скандала."
2945,Культура,Музыка,Филипп Киркоров и Сергей Лазарев станут ведущими шоу «Маска» и «Аватар» в Новый год,"Певцы Филипп Киркоров и Сергей Лазарев станут членами жюри новогоднего шоу: проекты ""Маска"" и ""Аватар"" объединятся ради праздничного выпуска, пишет ""7 дней""."
2946,Культура,Музыка,Киркоров и Лазарев станут членами жюри в новогоднем выпуске шоу «Маска» и «Аватар»,Членами жюри в новогоднем шоу «Маска» и «Аватар» станут Филипп Киркоров и Сергей Лазарев.
2947,Культура,Музыка,Филипп Киркоров и Сергей Лазарев будут судить новогодний выпуск шоу «Маска» и «Аватар»,Популярные телешоу «Маска» и «Аватар» объединят в новогоднем эфире НТВ.
2948,Культура,Музыка,Киркоров и Лазарев окажутся в жюри в новогоднем выпуске шоу «Маска» и «Аватар»,"Телеканал НТВ подготовил для публики приятная неожиданность в виде 5-часового спецвыпуска с 17 любимыми масками и 8 аватарами.В состав актеров буде входить музыкальная исполнительница песен Валерия, видеоблогер Ида Галич, шоумен Тимур Батрутдинов, ведущая Регина Тодоренко, певец Марк Тишман и шоумен Тимур Родригез.В части, касающейся членов жюри, то Филипп Киркоров воссядет на кресле рядом с Сергеем Лазаревым, подшучивающий над королем российской эстрады во время съемок.По словам Тодоренко, в спецвыпуске соединят сразу два мира — мир реальный и мир виртуальный."
2949,Культура,Музыка,Киркоров и Лазарев вошли в состав жюри новогодних шоу «Маска» и «Аватар»,"Зрителей ждут специальные выпуске шоу «Маска» и «Аватар», в судейский состав которых вошли Филипп Киркорова и Сергей Лазарев."
2950,Культура,Музыка,Садальский предложил позвать на «Голубой огонёк» музыкантов из метро: новые лица,"""Кстати, в метро в Москве поёт много групп и исполнителей, есть и в других городах — их и надо на новогодний концерт: новое звучание, новые голоса, новые лица"", — поделился своим мнением заслуженный артист РСФСР."
2951,Культура,Музыка,Садальский предложил звать уличных музыкантов в новогодние шоу,Российский актер Станислав Садальский выступил с предложением приглашать на новогодние телепрограммы и концерты.
2952,Культура,Музыка,Стас Садальский призвал приглашать уличных музыкантов на новогодние концерты и телешоу,"Издание «Boda» сообщает, что заслуженный артист РСФСР Садальский в своем Телеграм-канале высказал свое мнение о новогодних концертах и передачах."
2953,Культура,Музыка,Садальский предложил звать уличных музыкантов на новогодние передачи,Российский актер Станислав Садальский посоветовал приглашать уличных артистов на новогодние телепрограммы и концерты.
2954,Культура,Музыка,Садальский призвал приглашать на новогодние концерты и телешоу уличных музыкантов,Он призвал приглашать на новогодние концерты и различные телешоу на российских каналах уличных музыкантов.
2955,Культура,Музыка,Журнал TIME назвал лучшие k-pop треки и альбомы 2022 года,"Особенное внимание издание обратило на девушек-новичков и соло-релизы 🤩 Да, в этом году 4-ое поколение k-pop заслужило все похвалы и комплименты: авторитетное издание TIME опубликовало список самых лучших треков и альбомов, в который вошли IVE и NewJeans."
2956,Культура,Музыка,«От Сахалина до Таиланда»: Бутман подвел итоги года столетия российского джаза,"Знаменитый саксофонист, Народный артист России Игорь Бутман в интервью НСН рассказал о недавних гастролях в Таиланде и самых ярких событиях концертного тура, прошедшего в рамках празднования столетия российского джаза."
2957,Культура,Музыка,Кейт Хадсон решила стать певицей. Она выпустит свой дебютный альбом,"Американская актриса Кейт Хадсон приняла участие в «Вечернем шоу с Джимми Фэллоном», где сообщила, что в следующем году выпустит свой дебютный альбом."
2958,Культура,Музыка,Что за мем «Шкибиди доп доп». Под трек болгарина Фики «Чупки в кръста» трясут животами,Отрывок из композиции болгарского певца Фики «Чупки в кръста» стал мемом в тиктоке «Шкибиди доп доп доп».
2959,Культура,Музыка,«Кино» завершили трилогию клипом «Когда твоя девушка больна»,"По словам вдохновителя проекта Александра Цоя, новое видео режиссера Кирилла Фролова завершает трилогию клипов с гостями, которую они сняли на студии ""Добролёт""."
2960,Культура,Музыка,Группа «КИНО» переписала «Когда твоя девушка больна» со струнным трио,"В этот раз нам помогает струнное трио: Гуля Наумова, Алексей Гусаров и Наталия Назарова, — прокомментировал Александр Цой."
2961,Культура,Музыка,Конфликт Оксимирона и Моргенштерна может привести их на батлл,"Рэпер Оксимирон (признан иноагентом в РФ) опубликовал трек The Story of Alisher (Morgenshtern RIP), которым унизил своего коллегу Моргенштерна (внесен в реестр физлиц-иноагентов)."
2962,Культура,Музыка,Конфликт Оксимирона и Моргенштерна может привести музыкантов на ринг,"Оксимирон (внесен Минюстом в реестр физлиц-иноагентов) опубликовал трек The Story of Alisher (Morgenshtern RIP), который правильнее назвать восьмиминутным унижением Моргенштерна (внесен Минюстом в реестр физлиц-иноагентов)."
2963,Культура,Музыка,"FKA Twigs, Кэролайн Полачек и Devo: фестиваль Flow анонсировал первых участников","Помимо этих двух певиц, на фестивале выступят рок-группа Devo, брит-поп-бенд Suede, панк-рокеры Amyl and the Sniffers, английский дуэт Jockstrap и рэп-артистка Даниель Бальбуэна, известная под сценическим именем 070 Shake."
